productId,Title,userId,Helpfulness,Score,Time,Text,Cat1,Cat2,Cat3
B00000J3EX,Spy Vision Goggles,A27OG1A0N59OYB,23/25,3.0,989625600,"I bought my three nephews one each. The 9 year old was the only one who was really into it. The others seemed to be disappointed it was just flashlights on some goggles. When i bought this i expected as much as i expected from a pair of x-ray vision glasses. So if anyone bought this product and was expecting to get night vision goggles they obviously had never ordered x-ray glasses, which are just as falsely advertised. But these are much more durable. My nephew dropped them half a dozen times crawling in the basement and they still work fine.",toys games,electronics for kids,unknown
B00004U94V,International Playthings Earlyears Squeak E. Mouse Dressing Sequence Toy,unknown,2/3,5.0,989971200,"This is a great toy for little people who are just learning to button, tie, buckle, and snap. This brightly colored mouse is so adorable. Your child will have tons of fun with this little guy. I love that his clothes come off completely. Very cute.",toys games,baby toddler toys,activity play centers
B00003GPTI,LeapFrog Original LeapPad Learning System from 2004,A2SHQJP6PNQTLD,27/28,5.0,990230400,"For my money, this should be toy of the year. Don't shy away from it if you have younger kids -- my 4 year old LOVES it and has memorized lots of the information already that comes in the standard book (the states, instruments, etc....). It's really cool! Plus, it's very portable, great for the car, great to teach reading and just neat. I think it's fun to play with too. As your child gets older, you can buy more advanced books and your child can use the magic pen to sound out difficult words. For younger kids, they'll want to point at everything. I bought the leap frog PRO at my local store which is the best platform to get if you're going to buy several books. It comes with The Secret Garden which is a bit too advanced for age 4. I'm about to buy more books. Makes a great educational gift.",toys games,electronics for kids,electronic toys
B00000J0A3,Lamaze Stroll & Go Hippo,unknown,14/14,4.0,990316800,"My daughter, Maggie, just loves this toy. The hippo lives in her stroller and it goes wherever we do. I love that it has so many different components...bright colors, black and white patterns, textures, sounds. You name it and the hipppo has it! A great all-in-one toy.",toys games,baby toddler toys,car seat stroller toys
B000056JMU,Playtex 100 Count Bottle Liners Drop-Ins,unknown,0/0,5.0,990576000,"These are the best liners for baby. They are easy to handle, easy to fill and durable. Best of all they are easy to dispose of and store. My neice's and nephew's used theses and they are currently on my registry for our first child! I would not choose any other liner on the market!",baby products,feeding,bottle feeding
B000056JAZ,Philips AVENT Breast Milk Storage,A2DBXBK9YAWWQ6,152/157,5.0,990662400,"I am a nursing, working mom and I have found that these little containers are a lifesaver! They attatch to the bottom of the Isis pump (also by Avent) for no hassle pumping. Then the top goes on tight, so you don't have to worry about leakage or spillage (if you were to pour into another container).Much easier to deal with than bags that flop over in the freezer and get into wierd shapes. These Avent Breast Milk containers can stack very easily so they don't take over your freezer. I recomend putting a sticky label (I use address labels cut in half) with the date and time expressed on top of the rubber sealing disc, as this is the easiest place to totally remove the adhesive gum.The baby sitter just has to screw on a new Avent cap with nipple attatched (or pop the sealing disc out and put a nipple in). If you later decide to make your own organic baby food in your blender or food processor, these containers can also be used to store &amp; freeze your baby's first foods!",baby products,feeding,breastfeeding
B00000K0G4,Lion Heart Board Game,A3LDOQW65ZWC1V,6/8,4.0,990835200,"people,come on...the truth of the matter is, i wanted a way to get my five year old son into battle and adventure games so i saw this thing marked down and grabbed it.i couldnt believe the amount of men and troops when i opened the lid, that stuff makes me get goosebumps. i do agree of course that my superglue was out in less than 5 minutes repairing broken spear handles and lances that broke off way to easy, but again i revert to my '[the price] nuff said' title.as far as gameplay, my five year old picked this up within minutes, and can actually give me a good challenge in a fun kind of way. i think the battle system is RISK like but even more interesting, axes and arrows instead of pips.there is a lot more going on that chess, and its more visual and gives the sense of battle.i find it hard to believe that a couple of master axis and allies players would purchase this game for [the price] and sit down expecting to be thouroughly engaged in mind bending strategic combat for hour long tourneys...lets look at this game at its face value, and the crowd it appeals to...MAXIMUM bang for the buck!",toys games,games,board games
B000056OUH,Philips Avent Express Microwave Sterilizer,AKX4ZVEDB227P,19/20,4.0,991094400,"Washing bottles has never been easier! This has been an easy way to clean bottles in a matter of minutes versus waiting for the dishwasher or hand washing them- so easy my husband helps all the time! This item is also great for traveling and you can even sterilize other itmes as pacifiers, plastic spoons etc. Just becareful when you open the unit not to burn yourself with the hot water. Another helpful tip- when drying the bottles, cloth diaper rags work great.",baby products,feeding,bottle feeding
B000056OUO,Prince Lionheart Diaper Depot Clear,unknown,14/14,5.0,991180800,"hi, i'm writing to say that diaper depot is the best thing to have by the side of your baby's changing table.it's so simple for me to use it i just love it.because i can store baby lotion,diapers,anything that i wish to put.",baby products,diapering,diaper changing kits
B000050FDR,"Braun Syncro Shaver System with Clean & Charge Storage Stand and LCD Panel, 7570",unknown,8/9,5.0,991785600,"A little pricey but worth every penny. Not only do I use it to shave my beard, I use it to shave my head too. It shaves razor close on my head. I'll never buy another Norelco again.Also, the cleaning system works well.",health personal care,personal care,shaving hair removal
B00000JH3R,"LEGO Duplo Green Building Plate (15"" X 15"")",A1025UG0K6EF5X,5/5,5.0,992044800,"The baseplate makes it easier for little hands to manipulate the duplos. My son would get very frustrated with his duplos until we got him the baseplate. Now, he is a duplo expert!",toys games,building toys,building sets
B00004R8M2,Melissa & Doug Storage Case - Painted Wood,A2PMH2EPWVYX5C,6/9,3.0,992131200,"I think the colors are so-o-o- appealing. It seems to be very sturdy and will withstand the handling of little hands and big hands as it will be of a lifesaver for myself , the six-year olds,and the open space of a first grade classroom. I've been searching for just the perfect thing to keep my puzzles in tact and clean and most of all organized. I really hope I can purchase these soon. THANKS.......THANKS..../.a bunch!",toys games,puzzles,puzzle accessories
B00004RYGX,Beetle Juice (1988),ANIMV3SPDD8SH,1/13,2.0,992217600,"Michael Keaton brings no distinguishing characteristics to the ghoul 'Beetlejuice', he merely acts bizarre, as does the script. It is often stunning cinematography but when the movie itself comes into focus, it's like finding one of Beetlejuice's snacks in your popcorn.",grocery gourmet food,beverages,juices
B00004R8W4,Baby Smartronics Cookie Shape Surprise Learning Toy,A1QB58B0KW7J1L,10/10,5.0,992304000,"We got this for my son for Christmas when he was 6 months old. He liked the music and sounds but wasn't able to play with it much until he started crawling. He's now 11 1/2 months old and this is one of his favorite toys. He takes it out and plays with it everyday. I really like it because, in addition to teaching shapes, numbers, and colors, this is an excellent toy for developing motor skills. My son takes each block out one at a time and then puts them back one at a time and puts on the lid. This toy is a keeper and will NOT be in a garage sale soon.",toys games,action toy figures,figures
B000056CGW,Harry Potter and The Sorcerer's Stone -- The Game,unknown,0/4,5.0,992476800,This game is a perfact game to show how well you read book 1!,toys games,games,card games
B000033K1E,Saitek Kasparov Alchemist Plus Electronic Chess,A2ESF2AEXV7EDJ,45/48,4.0,992908800,"This chess computer is good for anyone who is not enough experienced in the chess game and wants to learn more, if you are an experienced player look for a different computer this one will not challenge you. Overall it has good quality and you will have a good time if you like to play chess.",toys games,games,board games
B000050ASD,Emjoi AP-9GAR Gently Gold Caress Rechargeable Hair Remover,unknown,0/0,5.0,993168000,"I read about this in a magazine, and the Amazon reviews were great, so I put it on my wish list. And I must say, I'm so glad I did!In a word, AWESOME! I love it! It works exactly as described - the gold discs massage your skin while removing the hair, virtually eliminating the pain other hair removal systems can cause. (Granted, you will sense the hair being removed. It is, after all, taking it out at the root. But it doesn't hurt.) It removes hair from essentially any area of the body, and you really can use it the day after shaving.I used it on my legs, underarms, bikini area, fingers, toes...heck, I wanted to wake up my little brother and take off all of his hair too! (Luckily for him, I didn't.) Two things - it's a bit noisy, so be prepared for that, but you shouldn't be nervous or associate that with its level of gentleness. And I've found it works best if you use an up and down motion instead of the small circles recommended in the manual.I used to shave every day, which was time-consuming and annoying. I tried waxing, but it was messy and never really got all the hair off -- not to mention living with icky stubble for the hair to grow long enough to re-wax. But no more! I can now go hair-free for weeks. This Emjoi is the best present I've ever gotten!",health personal care,personal care,shaving hair removal
B00003TL7P,Baby Trend Diaper Champ,A36YNVGDRAO6A3,4/4,5.0,993340800,I love this diaper pale and wouldn't dream of trying anything else. It is great that you can use regular trashbags and not have to buy expensive cartridges. So far it has done great on containing the odor and I like how easy it is to use.,baby products,diapering,diaper pails refills
B00004LCAL,Aqua Leisure Aqua Leisure Swim School Deluxe Tot Trainer Inflatable Rubber Tube Swim Aid with Pants,unknown,6/7,1.0,993686400,"This may work fine for children that are a little older, but we have the neighborhood swim center which is 2.2ft. deep and every time one of them bent over their head went under water. I have a 2 1/2 yr old and a 1 year old. It may work better in deeper water or with older kids, but it didn't work for us.",toys games,sports outdoor play,pools water fun
B00004D3ES,Safety 1st Space Saver Fold-Up Bath Tub,A1EC9TAD70FBV8,0/0,1.0,993686400,"I had this bath tub for my daughter and had problems with it each time I used it. The fold-up concept is great, but as the baby moves the water in the tub sloshes around, seeps out of the hinged areas of the tub, and gets all over your counter. In order to prevent this problem, you have to put so little water in the tub, your baby will hardly get wet. Also, the pad on mine came unstuck. I called the company and they replaced it but the same thing happened that time. I would think twice before purchasing this tub. If space is really a concern for you, perhaps you can overlook all of its downfalls. I purchased a different tub when my son was born and although it takes up more storage space, I love it!",baby products,safety,bathroom safety
B000050FFJ,HoMedics PA-2H Programmable Percussion Action Massage with Heat,unknown,0/0,5.0,994032000,"I was very surprised to read some negative comments about this item. This massager is dynamite! It massages deep and is very effective. Great for sore muscles after a workout. Two of my relatives have already bought this for themselves after trying mine. Definitely go with this model which has heat! It's great solo, but even better when your partner does it for you!",health personal care,health care,massage relaxation
B00001R3WC,Rosie O'Donnell - Friend Of Barbie (Barbie Doll) [Toy],A1TMWQUQYMVPCP,1/6,5.0,995068800,"the doll is first beautiful. She is a good example for girls. The barbie is not real; rosie is. And she is a great role model for little girls; compassionate, pretty, wise and wonderful. I bought her because she is my hero. Thank you Rosie for being there for all the kids in the world. You are a sweet wonderful woman and I admire you so much.",toys games,dolls accessories,dolls
B00005APYB,LEGO Studios Set #1371 Spinosaurus Attack Studio Jurassic Park 3,A2OVPBL5DN4AD6,3/4,5.0,995500800,"This set is real fun for JP3 fans or lego fans! I love to make the plain get stuck in the tree,and then have the spinosaurus atack! The only thing I don't like is that the plain can't hold many lego men. But thats not a killer. And I think it has good building pieces to make new adventures.",toys games,building toys,building sets
B00000IS3K,Slingo Handheld,unknown,1/2,4.0,995500800,"although not much of a challenge, this game is very addicting! The only drawback is the screen, it is very dim and hard to see. You have to move it around to get the right angle to see it. I definitely like the online game better, but when you have to be away from your PC and you need to play Slingo this does the trick!",toys games,electronics for kids,unknown
B00005ATW9,Fisher Price Loving Family Country House,unknown,9/10,5.0,995587200,My son got this when he was 2 1/2. He loves it and sleeps with it in his crib. He plays with it all of the time and it is so portable. The nice price makes it a wise choice compared with larger and not necessarily better dollhouses. I'm thinking of getting another one (or the beachhouse version) as my 10 month old loves it as well.,toys games,action toy figures,playsets
B00000IZQI,Fisher Price Nesting Action Vehicles,ACY0ZXRYPH897,1/1,5.0,996105600,"Aside from the simple fact that they're cars (which my son loves), they're cars that an infant can play with, worry free. He hides them within each other. He stacks them and knocks them down. He pulls the ladder up and down (click,click,click) which drives me crazy, but entertains him. These cars keep him occupied for up to 30 minutes! And that's a great deal for a toddler! I would suggest these compact easy to carry/pack, entertaining and safe cars for any kid!",toys games,baby toddler toys,stacking nesting toys
B000056W6E,Philips Avent 9oz Bottle w/ Slow Flow Nipple,unknown,1/1,4.0,996105600,"We have been using the AVENT bottle system for supplementing our child as well as feeding pumped breast milk. This was the system recommended to us by a lactation consultant. They are very handy, easy to drink from, and easy to wash. The only problem we have had is if the nipples aren't on just right, the bottle will leak at the collar. But other than that the bottles and nipples are very durable (still look like new after months of use). We are additionally very satisfied with the AVENT pacifiers.If I had to purchase the bottles all over again, I would buy more 9 oz. bottles. It doesn't take long for the babies to get to the point where they are drinking more than 4-5 ozs (what the smaller bottles hold).",baby products,feeding,bottle feeding
B000058CC7,The First Years Hands Free Gate,A3DFNJNT2RJKHX,31/34,3.0,996364800,"THE FIRST TIME I SAW THIS GATE I THOUGHT IT WAS GREAT.THE PROBLEM WAS IT WAS GREAT FOR A SHORT TIME,THEN THE FOOTPEDALS BROKE OFF,IF THEY COULD MAKE THOSE STURDIER THIS WOULD BE AN EXCELLANT GATE.I CONTACTED THE COMPANY AFTER WE REPLACED THE FIRST ONE AND THEY WERE NOT VERY HELPFUL ABOUT REPLACING BROKEN PARTS,WE THEN HAD TO RETURN IT TO THE STORE.WE HAD OUR SECOND ONE FOR ABOUT 5 MONTHS AND THAT ONE BROKE ALSO,I DONT THINK WE WILL BE GETTING ANOTHER ONE OF THESE GATES DUE TO THE FACT THAT THE PLASTIC PEDAL IS JUST NOT TOUGH ENOUGH FOR NORMAL WEAR AND TEAR.WHAT A SHAME,GREAT DESIGN,POOR QUALITY",baby products,safety,gates doorways
B00000IT7I,1999 Barbie Shop With Me Cash Register,AI4BUN1MILVXU,4/7,5.0,996364800,"I Just Just Recieved This The Other Day,for My birthday,and I Could Definatly tell this was a winner! I mean what more could a girl or boy Ask For! A True to life high tech scanner,Price tags which you can put on your real life clothes toys etc. A barbie shop &amp; save discount card which she loves to use. A credit card scanner and so much more! Besides the product scanner I have to say that the micorphone is the best piece of craftsmanship on this product! I Just Loves Saying Cleanup in Aisle 5. Special clearance in the food aisle. It really shows how things have changed so much over the years! ... .",toys games,dolls accessories,dolls
B00003007R,Intex Playground Pool,A21MMQ6TSO7ZHP,3/3,2.0,996537600,"I'm a toy enthusiast and this playground pool has a good concept,but needs a lot of improvment. It is too crowded, the water level is very very shallowand the slide is difficult to get on and to slide down. I feel this pool is for very young children due to the shallow water level and limited space. My son is 2 1/2 years old. He likes all of the stuff in the pool, but tries to lay down and swim and is unable. we haven't had any tears or holes, but it has not been used much. It is too difficult to empty and clean for the amount of enjoyment. Also the pool is flemsy. It seems to always need air and the palm trees and basketball goal fall over. We are getting a hard plastic pool and using our own toys. Good Luck....",toys games,sports outdoor play,pools water fun
B00000IZQE,"Kick & Play Piano with Music, Sounds & Twinkling Lights",A38KELB2J567TW,0/0,5.0,996537600,"My little 4 month old girl can't get enough of this. It hangs in her crib and she kicks and kicks and kicks. Somewhere I read this toy takes advantage of your child's natural kicking motion. They weren't kidding. Not to mention she loves the songs.The sound quality is fairly good. At first I thought it sounded very low, but in the crib it is more than ample. The soft cover on the toy makes it easy for her to lay on top of the toy as well. This is a great entertainer for a child that isn't at the sitting up stage yet.",toys games,dress up pretend play,pretend play
B00003ABUR,Power Swimr System - Medium by Swimways- Colors May Vary,A2JSCTIW1OY8QX,7/7,5.0,996710400,"My son swims like a fish with this device. He had one last year and used it so much I needed a new one this year. He was only 2 when we got the first one and he gained so much confidence in the water that we got him another one. We are gradually removing the pads, and teaching him to use his arms and legs better. I hope that by next year, he wont need it at all. I have friends who have borrowed it and then went out to buy their own. It works better than water wings because my son can use his arms more easily. I totally recommend this toy for anyone who has small children and a pool.",toys games,sports outdoor play,pools water fun
B000050YR6,Big Brother the Game - Get Ready for the Real Confrontation,unknown,12/13,5.0,996796800,"I got Big Brother the game after loving the show. It was a very fun game and is sure to cause trouble. DO NOT PLAY THIS WITH FRIENDS, as some questions are rude and for example on 1 space you must choose one player who needs to use soap. In the game, questions are asked, like &quot;Who here is most likely to leave a good tip&quot; and contestants vote on the player who is most likely to. The 2 people with the least &quot;positive&quot; votes are marked for banishment.",toys games,games,board games
B000059EHX,Little Tikes,A2BR1KRRHIUC8P,6/8,4.0,996969600,"Wow! He loves it! He's really into the whole police thing, and he loves it! He chases the other kids on there cars, and gives them all tickets for doing something wrong. Very Cute!",toys games,tricycles,scooters wagons
B00000J46F,LEGO Creator,A3AAROHJVXQZ26,11/11,5.0,997056000,"I was shopping for something fun for my school-aged summer childcare boys to do for the remaining 3 weeks of summer break when I discovered the existence of the Lego Creator Board game. It arrived today, much to the pleasure of 2 little boys. We played the game all afternoon while the preschoolers took naps. It was the first peaceful afternoon we've had. I wish I'd have discovered this game sooner! I may actually have a few nerves left!I do have 2 suggestions for the game. One, I was disappointed that the game pieces where baseball caps. We immediately ran to our lego box and found four grumpy medieval men and replaced their helmets with the caps. Secondly, it would be a nice addition to find a way for the board to have ridges to keep the ""special blocks"" separate from the regular pieces. I used a chip/dip bowl with the tiny bowl in the center.",toys games,building toys,building sets
B000056JCF,Natural Comfort Double Electric or Battery Breast Pump,AXO7XFNAV64OY,4/4,2.0,997056000,"Aside from the noise it makes(like a cow) the pump is malfunctioming after 4 weeks of use. The on off button doesnt always work and it is losing suction and power. And since I can't find a 1 800 number for the manufacture, cant return it to the store of purchase( &quot;sanitary reasons&quot; ),and if i return it to the manufacture i have to get a replacement while this one is out of service, we have no choice but to mess with it ourselves. As a first time mom i prefer to give birth again than to try and use this pump at work , my only private place since the machine is so loud will be out in the car and hope that noone walks by. They need to have better customer support from this manufacture.",baby products,feeding,breastfeeding
B00000IWHC,Scrabble,A154IP7K7KUPUV,11/11,3.0,997056000,If your child doesn't have an exstinsive vocabulary the side t hat mirrors adult Scrabble can be quite frustrating. The side that mirrors a crossword puzzle can be very repetitive for the older child. This game is best for someone just learning to read.,toys games,games,board games
B000056JKR,Delta Children's Products Jenny Lind Changing Table in White,unknown,35/37,5.0,997401600,"I put this together easily and was very happy with the price. As mentioned in other reviews, I was very happy not to pay more than double this price for most of the other models. It appears to be just as sturdy and durable - and I actually think nicer looking - than some of the others. Matches the Jenny Lind bureau which we also bought and loved.**Tip - the shelves of this changing table perfectly hold Pier 1 fabric lined baskets if you are going for a 'Pottery Barn kids' look for about a fraction of the price!",baby products,nursery,furniture
B00004UE4G,Color Wonder Activity Tote,A1T2MJ4URTM8B1,4/4,4.0,997488000,"My daughter and I loved this. For both of us,coloring is always fun. Me, for the mess free it claimed. I was so disappointed. The markers are ""white"" until you color on the Color Wonder paper. After a long time of coloring, the markers pick up the color. In other words, if you are using green, after several strokes, the color gets picked up by the marker tip. And that will get on furniture. The concept is great if they can fix that problem. Generic markers are a lot easier to get out. The pouch was a nice idea but the papers or book falls out because the top and bottom are not enclosed. Here in Arizona, we have the Queen of Clean ...and she has wonderful clean saving tips on getting markers and crayons out of a lot of things. So far though, nothing worked on my dinner table to get the color wonder out. ...If this problem is solved and the mess free really becomes mess free, I will get those again. For now, Washable is the best way to go.",toys games,arts crafts,unknown
B000056OWT,"Safety 1st Crystal Clear Baby Monitor, White",A11RWE8F79Y0P1,19/23,2.0,997574400,"I got this product as a baby shower gift because it had the &quot;extended range of 400 feet&quot; so I could easily walk my dog while the baby was sleeping in the apartment. But I cant get past the front door with out the thing going static crazy and buzzing!! Also at night when my 7 month old daughter is sleeping the reciever in my bedroom lets out this squeal that makes you turn it off and back on for it to go away. Also only one channel works. Dont even spent the money (little that it is) to get this product. You will loose sleep, not get the security and sound sleep you need...",baby products,safety,monitors
B00004R8W4,Baby Smartronics Cookie Shape Surprise Learning Toy,unknown,1/2,3.0,997747200,"Mine is kind of weird. It is great in the numbers mode, and it names all the shapes correctly, all except for the heart. It is meant to say &quot;Heart&quot; &quot; I love you&quot;. It says &quot;I love you&quot; loud and clear, but instead of the heart i hear a weird sound that is somewhere between &quot;Charge&quot; and &quot;church&quot;, but nowhere near the heart. So I thought the toy was defective, and called Fisher Price just to make sure. The representative got her toy and she said &quot;Yes, it says heart&quot;, so I asked to play the sound again and there it was!! It did NOT sound like heart. I had five different people try to identify the word, not one of them thought it said heart. According to Fisher Price, it all depends on &quot;how you hear it&quot;, but I think it depends on what it says. And it does not say heart. At least my toy doesn't, so back it goes...",toys games,action toy figures,figures
B00000IW4S,G.I. Joe Authentic Footlocker with Gear,A3LPH854YZ4LNS,14/14,4.0,997747200,"This box can hold only two G.I. Joes and all their equiptment. My friend has this set, and it keeps all his G.I. Joes and things inside it. I wouldn't say this is fun, because how could a box be fun? It really helps because their are many small things like gernades, magazines, and pistols that can be lost. This toy is not to educational, but the G.I. Joes can be. This toy is very durable. After at least a year my friend's box is in pretty good shape. And it dosent seem to have fadded at all. This is a great thing to hold your G.I. Joes and exceseries.",toys games,action toy figures,figures
B00004RM25,Beetle Juice [VHS] (1988),unknown,0/0,5.0,997920000,This film is awesome. The DVD is not what it could be. Warner Brothers must not like special editions or Tim Burton or something. Superman has a special edition DVD. Burton's Beetlejuice does not nor does his Batman films. But this particular Burton film deserves a special editon more than any fim Burton has made. I'm still waiting for a sequel.,grocery gourmet food,beverages,juices
B00000IRKL,The Original Rollercoaster by Anatex,unknown,3/5,4.0,998352000,"I didnt find this to be very durable, would recommend to 3 years or older. younger kids want to sit on it and drag it around more than play with it. The kids get bored quickly.",toys games,baby toddler toys,unknown
B00003TL7P,Baby Trend Diaper Champ,unknown,5/7,5.0,998438400,"I love this diaper pail! My kids are very close together and we are working on our second one now after three years and two still in diapers!! It is more exspensive than the other pails, but really worth it!!! We use regular trash bags for liners and it holds lots of diapers with little or no oder.",baby products,diapering,diaper pails refills
B00004TFVQ,Discover Sounds Kitchen,A31PKTQ1MUZ65V,1/1,5.0,998524800,"We purchased this kitchen for our 1 year old daughter for her birthday. We have a bigger kitchen but she is too short to play with it. We thought this would be a great idea for her. As we expected, this is one of her favorites. She plays with this kitchen daily. She loves to open and close the microwave and stove. It also has a little telephone on the side so she can make her calls. My 3 year old son has also claimed it as his own. He plays with this kitchen more than the big one. They both love it and I do too!!",toys games,baby toddler toys,stacking nesting toys
B000056J8N,Gerber 12-Pack Flatfold Birdseye Cloth Diapers - White,AQCHVXD1R9WYI,23/28,2.0,998611200,"Whether you are using these diapers for diapering or for burp cloths, I suggest you look at the version with the padded absorbent center. This version is too thin to serve as either a burp cloth or for diapering. However, the same brand, with the absorbent center pad, is much better.",baby products,diapering,cloth diapers
B000056HMV,Medela Single Deluxe Battery/Electric Breastpump,A3PGWUZLPYREEU,19/22,3.0,998611200,"Although I've been using it for less than a week, I do use it 3 times per day at work. I have the Pump in Style breastpump, but its a bit heavy to carry with all the other things I carry to work (including a laptop) it was just too big. Also, my office is completely opened - everything has windows - including the private offices (if you can call them private) as well as the conference rooms. The only place I can really pump is in the restroom. And although the restroom has outlets, I'm not big on standing out in the open with women walking in and out and anyone being able to look in and see me in the mirror with my breast hanging out. So basically this works well for my situation, so far, because I can hang out in one of the stalls and pump away. The only complaint I really have is that it is pretty noisy and I'm sure it will eat through batteries. I will probably see about investing in some rechargeable batteries and see if that works for me.",baby products,feeding,breastfeeding
B000050FDC,Oral B D9525D Ultra Plaque Remover Deluxe,A1G8G881852RDQ,4/4,5.0,998784000,"I've been using this tooth brush for three years now. Brushing with regular tooth brush is not satisfying for me any more. It is also very gentle if you want to use it to clean your tong. Just see how much of some suspicious yellow stuff will come off your tong with the first cleaning. Regular tooth brush back and forth motion makes me gag, but smaller size and circular motion of this brush makes it quite tolarable. The cleaning is so thorough that in the morning the mouth still feels fresh. My husband uses a sonic brush, I tried it and hated it, it also gave me a bad headache. He, on the contrary, loves his sonic brush. So, I guess, it's a matter of choice after all. Hi, Mom!",health personal care,personal care,oral hygiene
B00000IS2G,Proverbial Wisdom (The Exciting Game of Proverbial Fun),unknown,4/4,5.0,998784000,"This is a great game for parties, other social gatherings and especially apres ski. I used to play Trivial Pursuit and Pictionary a lot. I find myself playing Proverbial Wisdom over and over again with my friends. Because everyone knows the proverbs such as &quot;Two heads are better than one&quot; every team has a good chance to win and that keeps it fun. This game will make a great holiday gift. What's not to like?",toys games,games,board games
B00004R8K3,Melissa & Doug,A1EP25KXN2867V,27/30,5.0,998870400,I bought this for my 13 month old son. He is a premmie and is behind in his congitive and motor skills. He abosultely adores it. The large nobs are very easy for small hands to grasp. This is a very thick puzzle thicker then most wood puzzles I've seen. The large thick shapes make it easy for yound children to slide the pieces into places. Within 2 days of getting this he could put one of the pieces back in. And now a month later he can do them all and match the shapes up. It is wonderful we are so pleased with this item.,toys games,puzzles,pegged puzzles
B000050FFI,Homedics Therapist Select Professional Percussion Massager,AAPFN1BADMWMC,20/22,3.0,998870400,"I have chronic back and neck pain and some arthritis. I have used and worn-out a number of massagers over the years. Usually my complaint is that they are too noisy and get hot after a few minutes of use. The HoMedics PA-1 Action Massager is no exception. It's no louder than any of the others, and it gets too hot to use after about 15 minutes. I believe the manufacturer warns of this in the instructions. What I didn't expect was that the darn thing would bite! Yes, the HoMedics PA-1 Action Massager not only bites, it pulls hair. If you get it near your hairline, or near an area that is small, like your earlobes, you will get bitten and pinched. The manufacturer also warns of this, but who reads instructions. The HoMedics PA-1 Action Massager is also heavy (about 4 pounds)and cumbersome. It's potentiometer allows for some variation in the speed of the vibration, but the effects at lower speeds seem to be more powerful (and painful) than the teeth-jarring you get at higher speeds. Panasonic used to make a good massager, and I will look for that the next time I buy one. (Which may be the next time I get an earlobe caught in the jaws of the HoMedics PA-1 Action Massager).",health personal care,health care,massage relaxation
B00004T19T,BRIO Stacking Clown,A1JS2MQTZGYZR7,18/18,4.0,999043200,"My son got this for his first birthday, and at first it was challenging for him to fit the pieces over the central peg. The holes are a good bit smaller than a standard toddler stacking toy and require better control. After a few days and with a little help he soon caught on. The clown's hat which crowns the piece was fascinating to him as it keeps the pieces from coming off or being put on. He loved putting the pieces on, putting the hat on and then *shaking* the pieces off. As he's gotten older, he's become much more adept at putting the pieces together in the &quot;correct&quot; order, although he still thinks its a lot of fun to put together in different configurations. After three plus years we've lost the little collar, but all the pieces are still in great shape in spite of drool and lots of imaginative play. (Stringing the pieces on shoelaces as beads for instance.)",toys games,baby toddler toys,stacking nesting toys
B00000IVQB,Barbie Airplane,unknown,7/7,4.0,999388800,"My 3 1/2 year old daughter loves this plane, but the tiny ice cubes spill , wings fall off etc.,which really detracts from the fun. Imagine serving a passenger and the chair falls back, ice cubes spill out all over etc... I found an easy solution, super glue wings, chair and all ice cubes, while still leaving some items moveable, such as the coke cans and glasses.Having done that the toy is much less frusterating for her and me. I still rate this an overall 4 stars- for its detail and durability.",toys games,dolls accessories,dolls
B00004SZ4Q,Ms Pac-man Hand Held Game,A2B7WKCO6CSMEH,4/4,5.0,999475200,I bought this game for myself..I love Mrs.Pacman and I wanted something I could play on the way to work..This game has diffrent levels and good color..If u loved the arcade game u will love this as much as I do.,toys games,electronics for kids,unknown
B00003ABUQ,Swimways Power Swimr System - Small- Colors May Vary,ANZ7MXD8CWVT1,4/5,1.0,999561600,"We bought this item for my toddler son. It was truely unsafe from the beginning. Problem is that his face stays underwater and he cannot get his balance. We then tried it on my 4 year old, the same thing happened with him that he could not keep his face above the water. It looks like a good concept, but we did not get the &quot;SAFE&quot; feeling from it. Also the velco straps that connect to the shoulder left my son with a dry, rubbed red mark.",toys games,sports outdoor play,pools water fun
B00004YUSS,Crayola Color Bath Tint Dropz - 3 Pack,AWHU8H3LZT2N0,0/0,5.0,999561600,My son really enjoys these. It makes bathtime alot more enjoyable for him. It was a gift from my brother in Ohio and we just had to find out where he bought them so we could get some more.!!,toys games,baby toddler toys,bath toys
B00000IRZR,"Aurora 18"" Goliath Lion Backpack",unknown,3/3,5.0,999561600,The lion backpack is adorable. It's really cute. I took 2 as gifts to Europe and everywhere we went people commented on it. The 2 little girls who received them are ages 8 and 11 and both loved it.,toys games,stuffed animals plush,plush backpacks purses
B00000DMFS,Slamwich,unknown,0/0,5.0,999734400,"From the first time we played, we were hooked! My kids want to play every day and it's easy enough to learn, they can play on their own. Definitely a worthwhile purchase!",toys games,games,card games
